_ArtistIDpk,ARTIST_nameonlabel,Artist_Last_First,ArtistNameFirst,ArtistNameLast,Artist_yearofbirth,Artist_countryofbirth,Artist_country,Artist_gender,Artist_website,ARTIST_Bio
414,Oleg Vassiliev,"Vassiliev, Oleg",Oleg,Vassiliev,1931-2013,,Russia,,,
851,Georgia Vaux,"Vaux, Georgia",Georgia,Vaux,,,UK,,,
852,Vedova Mazzei,Vedova Mazzei,Stella,Vedova Mazzei,,,Italy,,,
101,Conrad Ventur,"Ventur, Conrad",Conrad,Ventur,,,,,,
1176,Jan Vercruysse,"Vercruysse, Jan",Jan,Vercruysse,,,,,,
135,Dziga Vertov,"Vertov, Dziga",Dziga,Vertov,1896,Poland,Russia,,,
309,Laura Vickerson,"Vickerson, Laura",Laura,Vickerson,,,,,,
1276,Jean-Luc Vilmouth,"Vilmouth, Jean-Luc",Jean-Luc,Vilmouth,,,,,,
47,Bill Viola,"Viola, Bill",Bill,Viola,1951,USA,USA,,http://www.billviola.com,
1324,Thomas Virnich,"Virnich, Thomas",Thomas,Virnich,1957,Germany,Germany,,,
565,Vivan,"Vivan, ",,Vivan,,,,,,
1039,Withelm von Gloeden,"von Gloeden, Withelm",Withelm,von Gloeden,1856-1931,Germany,Germany,,,
1009,Dorothee von Windheim,"von Windheim, Dorothee",Dorothee,von Windheim,,,Germany,,,
839,Jessica Voorsanger,"Voorsanger, Jessica",Jessica,Voorsanger,,,,,,
481,Roy Voss,"Voss, Roy",Roy,Voss,,,,,,
598,Hannah Vowles,"Vowles, Hannah",Hannah,Vowles,,,,,,
239,Jamie Wadhawan,"Wadhawan, Jamie",Jamie,Wadhawan,,,,,,
1389,Juanito Wadhwani,"Wadhwani, Juanito",Juanito,Wadhwani,,,,,,
1435,Lyn Wait,"Wait, Lyn",Lyn,Wait,,,,,,
1340,Larry Wakefield,"Wakefield, Larry",Larry,Wakefield,,,,,,
1443,Shelagh Wakely,"Wakely, Shelagh",Shelagh,Wakely,,,,,,
718,Jane Walker,"Walker, Jane",Jane,Walker,,,,,,
458,Richard Walker,"Walker, Richard",Richard,Walker,,,,,,
587,Zoë Walker,"Walker, Zoë",Zoë,Walker,,,,,www.walkerandbromwich.org.uk,
355,Mark Wallinger,"Wallinger, Mark",Mark,Wallinger,,,,,,
1136,Lois Walpole,"Walpole, Lois",Lois,Walpole,,,,,,
1103,Andrew Walton,"Walton, Andrew",Andrew,Walton,,,UK,,,
99,Colin Ward,"Ward, Colin",Colin,Ward,,,,,,
122,David Ward,"Ward, David",David,Ward,1951,,UK,,,
639,Sarah Warden,"Warden, Sarah",Sarah,Warden,,,,,,
590,Andy Warhol,"Warhol, Andy",Andy,Warhol,1928,USA,USA,,,
459,Richard Wathen,"Wathen, Richard",Richard,Wathen,,,,,,
1104,Anne-Marie Watkins,"Watkins, Anne",Anne,Watkins,,,UK,,,
1041,Carleton Watkins,"Watkins, Carleton",Carleton,Watkins,,,,,,
1219,G.F. Watts,"Watts, G.F.",G.F.,Watts,,,,,,
174,Gillian Wearing ,"Wearing, Gillian",Gillian,Wearing,,,,,,
1177,Boyd Webb,"Webb, Boyd",Boyd,Webb,,,,,,
753,Peter Weibel,"Weibel, Peter",Peter,Weibel,,,,,,
311,Lawrence Weiner,"Weiner, Lawrence",Lawrence,Weiner,,,,,,
153,Eva Weinmayr,"Weinmayr, Eva",Eva,Weinmayr,,,,,,
895,Matthew Weinstein,"Weinstein, Matthew",Matthew,Weinstein,,,,,,
1307,David Weiss,"Weiss, David",David,Weiss,1946,Switzerland,Switzerland,,,
155,Eyal Weizman,"Weizman, Eyal",Eyal,Weizman,,,,,,
86,Chris Welsby,"Welsby, Chris",Chris,Welsby,,,,,,
133,Dong Wenshung,"Wenshung, Dong",Dong,Wenshung,1970,China,China,,,
460,Richard Wentworth,"Wentworth, Richard",Richard,Wentworth,,,,,,
407,Nicole Wermers,"Wermers, Nicole",Nicole,Wermers,,,,,,
162,Franz West,"West, Franz",Franz,West,,,Austria,,,
783,Jenny West,"West, Jenny",Jenny,West,1957,UK,,,,
696,Vivienne Westwood,"Westwood, Vivienne",Vivienne,Westwood,,,,,,
1228,Stuart Whipps,"Whipps, Stuart",Stuart,Whipps,,,UK,,,
1023,Anthony Whishaw,"Whishaw, Anthony",Anthony,Whishaw,,,,,,
1225,Ben White,"White, Ben",Ben,White,,,UK,,,
1554,Clarence White,"White, Clarence",Clarence,White,,,,,,
236,James White,"White, James",James,White,,,,,,
961,John White,"White, John",John,White,,,UK,,,
1027,Kate Whiteford,"Whiteford, Kate",Kate,Whiteford,1952,UK,UK,,,
1444,Jack Whitehead,"Whitehead, Jack",Jack,Whitehead,,,,,,
1492,Pat Whiteread,"Whiteread, Pat",Pat,Whiteread,,,,,,
962,Benedict Whybrow,"Whybrow, Benedict",Benedict,Whybrow,,,UK,,,
18,Alison Wilding,"Wilding, Alison",Alison,Wilding,1948,,,,,
963,Tom Wilkinson,"Wilkinson, Tom",Tom,Wilkinson,,,UK,,,
516,Stephen Willats,"Willats, Stephen",Stephen,Willats,1943,UK,,,,
43,Belinda Williams,"Williams, Belinda",Belinda,Williams,,,,,,
75,Charles Frederick Williams,"Williams, Charles Frederick",Charles Frederick,Williams,,,,,,
1346,Elizabeth Williams,"Williams, Elizabeth",Elizabeth,Williams,1949,UK,UK,,,
173,Gerard Williams,"Williams, Gerard",Gerard,Williams,,,,,,
1335,Dr J.S. Williams,"Williams, J.S.",J.S.,Williams,,,,,,
449,Rhiannon Williams,"Williams, Rhiannon",Rhiannon,Williams,,,,,,
1208,Robert Williams,"Williams, Robert",Robert,Williams,,,,,,
1209,Rupert Williamson,"Williamson, Rupert",Rupert,Williamson,,,,,,
563,Victor Willing,"Willing, Victor",Victor,Willing,1928-1988,,,,,
257,Jo Willoughby,"Willoughby, Jo",Jo,Willoughby,,,,,,
4,Adam Wilson,"Wilson, Adam",Adam,Wilson,,,,,,
189,H.P.Wilson,"Wilson, H.P.",H.P.,Wilson,,,,,,
981,Hilary Wilson,"Wilson, Hilary",Hilary,Wilson,,,,,,
594,Jane and Louise Wilson,"Wilson, Jane and Louise",Jane and Louise,Wilson,,,,,,
1334,Dr R.J. Wilson,"Wilson, R.J.",R.J.,Wilson,,,,,,
461,Richard Wilson,"Wilson, Richard",Richard,Wilson,,,,,,
788,Joseph Wilton,"Wilton, Joseph",Joseph,Wilton,1722-1803,UK,,,,
427,Paul Winstanley,"Winstanley, Paul",Paul,Winstanley,,,,,,
462,Richard Winther,"Winther, Richard",Richard,Winther,,,,,,
1453,Rebecca Witherick,"Witherick, Rebecca",Rebecca,Witherick,,,,,,
703,Gil J. Wolman,"Wolman, Gil J.",Gil J.,Wolman,,,,,,
1330,Wols,Wols,,Wols,1913-1951,Germany,Spain and France,,,Wols a.k.a. Alfred Otto Wolfgang Schulze
604,John Wood and Paul Harrison,Wood & Harrison,,Wood & Harrison,,,,,,
840,Craig Wood,"Wood, Craig",Craig,Wood,,,,,,
795,Henry Wood,"Wood, Henry",Henry,Wood,1801-1830,UK,,,,
796,William Frederick Woodington,"Woodington, William Frederick",William Frederick,Woodington,1806-1893,UK,UK,,,
1277,Bill Woodrow,"Woodrow, Bill",Bill,Woodrow,,,,,,
93,Claire Woods,"Woods, Claire",Claire,Woods,,,,,,
316,Leon Woolls,"Woolls, Leon",Leon,Woolls,,,,,,
1210,Martin Woolner,"Woolner, Martin",Martin,Woolner,,,,,,
222,Intermedia Workshop,"Workshop, Intermedia",Intermedia,Workshop,,,,,,
14,Alexa Wright,"Wright, Alexa",Alexa,Wright,,,UK,,http://www.alexawright.com/,
766,Peter Wüthrich,"Wüthrich, Peter",Peter,Wüthrich,,,,,,
1528,P.D. Wyndham Lewis,"Wyndham Lewis, P.D.",P.D.,Wyndham Lewis,,,,,,
576,Anon,"x, ",,Anon,,,,,,
212,Huang Xiaopeng,"Xiaopeng, Huang",Huang,Xiaopeng,1960,China,China,,,
878,Jaume Xifra,"Xifra, Jaume",Jaume,Xifra,,,"Spain, Catalan",,,
103,Cui Xiuwen,"Xiuwen, Cui",Cui,Xiuwen,1970,China,China,,,
723,Verdi Yahooda,"Yahooda, Verdi",Verdi,Yahooda,,,UK,,http://www.verdi-yahooda.co.uk,
1093,Helen Yardley,"Yardley, Helen",Helen,Yardley,,,,,,
994,Penny Yasour,"Yasour, Penny",Penny,Yasour,,,Israel,,,
72,Catherine Yass,"Yass, Catherine",Catherine,Yass,1963,UK,UK,,,
1160,Takeshi Yasuda,"Yasuda, Takeshi",Takeshi,Yasuda,,,,,,
331,Ma Yongfeng,"Yongfeng, Ma",Ma,Yongfeng,1971,China,China,,,
933,Teruyoshi Yoshida,"Yoshida, Teruyoshi",Teruyoshi,Yoshida,,,Japan,,,
932,Masao Yoshimura,"Yoshimura, Masao",Masao,Yoshimura,,,Japan,,,
67,Carey Young,"Young, Carey",Carey,Young,,,,,,
196,Harry Younger,"Younger, Harry",Harry,Younger,,,,,,
319,Liang Yue,"Yue, Liang",Liang,Yue,1979,China,China,,,
771,Ainsley Yule,"Yule, Ainsley",Ainsley,Yule,1941,UK,,,,
310,Lawrence Paul Yuxwelputan,"Yuxwelputan, Lawrence Paul",Lawrence Paul,Yuxwelputan,,,,,,
556,Vadim Zakharov,"Zakharov, Vadim",Vadim,Zakharov,1959 in ,,Tajikistan,,,
402,Neil Zakiewicz,"Zakiewicz, Neil",Neil,Zakiewicz,,,,,,
964,Jan Zalud,"Zalud, Jan",Jan,Zalud,,,UK,,,
241,Jana Zelibska,"Zelibska, Jana",Jana,Zelibska,,,Slovak Rep.,,,
578,Xu Zhen,"Zhen, Xu",Xu,Zhen,1977,China,China,,,
1541,Bernd Zimmer,"Zimmer, Bernd",Bernd,Zimmer,,,Germany,,,
978,Peter Zimmermann,"Zimmermann, Peter",Peter,Zimmermann,,,,,,
502,Silvia Ziranek,"Ziranek, Silvia",Silvia,Ziranek,,,,,,
197,Harvey Zucker,"Zucker, Harvey",Harvey,Zucker,,,,,,
29,Anon.,"zzAnonymous, ",,Anon.,,,,,,Anonymous: The artist is unknown or wishes to stay unknown.
